ticker,short name,name
BBW,build-a-bear-workshop,Build-A-Bear Workshop
BBX,bbx-capital,BBX Capital
BBY,best-buy-co-,Best Buy Co.
BC,brunswick,Brunswick
BCAC,bison-capital-acquisition,Bison Capital Acquisition
BCBP,bcb-bancorp-(nj),BCB Bancorp (NJ)
BCC,boise-cascade-l-l-c-,Boise Cascade L.L.C.
BCE,bce,BCE
BCEI,bonanza-creek-energy,Bonanza Creek Energy
BCH,banco-de-chile-ads,Banco De Chile ADS
BCLI,brainstorm-cell-therapeutics,Brainstorm Cell Therapeutics
BCM,ipath-pure-beta-broad-commodity-etn,iPath Pure Beta Broad Commodity ETN
BCML,baycom,BayCom
BCO,brinks-company-(the),Brinks Company (The)
BCOM,b-communications,B Communications
BCOR,blucora,Blucora
BCOV,brightcove,Brightcove
BCOW,1895-bancorp-of-wisconsin,1895 Bancorp of Wisconsin
BCPC,balchem,Balchem
BCRH,blue-capital-reinsurance,Blue Capital Reinsurance
BCRX,biocryst-pharmaceuticals,BioCryst Pharmaceuticals
BCS,barclays-plc,Barclays PLC
BCSF,bain-capital-specialty-finance,Bain Capital Specialty Finance
BCTF,bancorp-34,Bancorp 34
BCV,bancroft-fund,Bancroft Fund
BCX,blackrock-resources-of-beneficial-interest,BlackRock Resources of Beneficial Interest
BDC,belden,Belden
BDCL,2xleveraged-long-exchange-traded-access-securities-(e-tracs)-linked-to-the-wells-fargo-business-development-company-index-due-may-24-2041,2xLeveraged Long Exchange Traded Access Securities (E-TRACS) Linked to the Wells Fargo Business Development Company Index due May 24 2041
BDCS,ubs-ag-exchange-traded-access-securities-(e-tracs)-linked-to-the-wells-fargo-business-development-company-index-due-april-26-2041,UBS AG Exchange Traded Access Securities (E TRACS) Linked to the Wells Fargo Business Development Company Index due April 26 2041
BDD,db-base-metals-double-long-exchange-traded-notes-due-june-1-2038,DB Base Metals Double Long Exchange Traded Notes due June 1 2038
BDGE,bridge-bancorp,Bridge Bancorp
BDJ,blackrock-enhanced-equity-dividend-trust,Blackrock Enhanced Equity Dividend Trust
BDL,flanigan's-enterprises,Flanigan's Enterprises
BDN,brandywine-realty-trust,Brandywine Realty Trust
BDR,blonder-tongue-laboratories,Blonder Tongue Laboratories
BDSI,biodelivery-sciences-international,BioDelivery Sciences International
BDX,becton-dickinson-and-company,Becton Dickinson and Company
BE,bloom-energy,Bloom Energy
BEAT,biotelemetry,BioTelemetry
BECN,beacon-roofing-supply,Beacon Roofing Supply
BEDU,bright-scholar-education-limited-american-depositary-shares-each-representing-one,Bright Scholar Education Limited American Depositary Shares each representing one
BEL,belmond,Belmond
BELFA,bel-fuse-common-stock,Bel Fuse Common Stock
BELFB,bel-fuse-b-common-stock,Bel Fuse B Common Stock
BEN,franklin-resources,Franklin Resources
BEP,brookfield-renewable-partners,Brookfield Renewable Partners
BERY,berry-global,Berry Global
BF.A,brown-forman,Brown Forman
BF.B,brown-forman-b,Brown Forman B
BFAM,bright-horizons-family-solutions,Bright Horizons Family Solutions
BFC,bank-first-national,Bank First National
BFIN,bankfinancial,BankFinancial
BFK,blackrock-municipal-income-trust,BlackRock Municipal Income Trust
BFO,blackrock-florida-municipal-2020-term-trust,Blackrock Florida Municipal 2020 Term Trust
BFR,bbva-banco-frances-s-a-,BBVA Banco Frances S.A.
BFRA,biofrontera-ag,Biofrontera AG
BFS,saul-centers,Saul Centers
BFST,business-first-bancshares,Business First Bancshares
BFY,blackrock-new-york-municipal-income-trust-ii,BlackRock New York Municipal Income Trust II
BFZ,blackrock-california-municipal-income-trust,BlackRock California Municipal Income Trust
BG,bunge-limited,Bunge Limited
BGB,blackstone-/-gso-strategic-credit-fund,Blackstone / GSO Strategic Credit Fund
BGCP,bgc-partners,BGC Partners
BGFV,big-5-sporting-goods,Big 5 Sporting Goods
BGG,briggs-stratton,Briggs & Stratton
BGH,barings-global-short-duration-high-yield-fund-of-beneficial-interests,Barings Global Short Duration High Yield Fund of Beneficial Interests
BGI,birks,Birks
BGIO,blackrock-2022-global-income-opportunity-trust-of-beneficial-interest,BlackRock 2022 Global Income Opportunity Trust of Beneficial Interest
BGNE,beigene,BeiGene
BGR,blackrock-energy-and-resources-trust,BlackRock Energy and Resources Trust
BGS,b-g-foods,B&G Foods
BGSF,bg-staffing,BG Staffing
BGT,blackrock-floating-rate-income-trust,BlackRock Floating Rate Income Trust
BGX,blackstone-gso-long-short-credit-income-fund,Blackstone GSO Long Short Credit Income Fund
BGY,blackrock-enhanced-international-dividend-trust,Blackrock Enhanced International Dividend Trust
BH,biglari-b,Biglari B
BH.A,biglari,Biglari
BHB,bar-harbor-bankshares,Bar Harbor Bankshares
BHBK,blue-hills-bancorp,Blue Hills Bancorp
BHC,bausch-health-companies,Bausch Health Companies
BHE,benchmark-electronics,Benchmark Electronics
BHF,brighthouse-financial,Brighthouse Financial
BHGE,baker-hughes-ge-company,Baker Hughes GE company
BHK,blackrock-core-bond-trust,Blackrock Core Bond Trust
BHLB,berkshire-hills-bancorp,Berkshire Hills Bancorp
BHP,bhp-limited-american-depositary-shares-(each-representing-two),BHP Limited American Depositary Shares (Each representing two)
BHR,braemar-hotels-resorts,Braemar Hotels & Resorts
BHTG,biohitech-global,BioHiTech Global
BHV,blackrock-virginia-municipal-bond-trust,BlackRock Virginia Municipal Bond Trust
BHVN,biohaven-pharmaceutical-holding-company,Biohaven Pharmaceutical Holding Company
BIB,proshares-ultra-nasdaq-biotechnology,ProShares Ultra Nasdaq Biotechnology
BICK,first-trust-bick-index-fund,First Trust BICK Index Fund
BID,sotheby's,Sotheby's
BIDU,baidu,Baidu
BIF,boulder-growth-income-fund,Boulder Growth & Income Fund
BIG,big-lots,Big Lots
BIIB,biogen,Biogen
BIL,spdr-bloomberg-barclays-1-3-month-t-bill,SPDR Bloomberg Barclays 1-3 Month T-Bill
BILI,bilibili,Bilibili
BIO,bio-rad-laboratories,Bio-Rad Laboratories
BIO.B,bio-rad-laboratories-b,Bio-Rad Laboratories B
BIOC,biocept,Biocept
BIOL,biolase,Biolase
BIOS,bioscrip,BioScrip
BIP,brookfield-infrastructure-partners-limited-partnership-units,Brookfield Infrastructure Partners Limited Partnership Units
BIQI,renmin-tianli,Renmin Tianli
BIS,proshares-ultrashort-nasdaq-biotechnology,ProShares UltraShort Nasdaq Biotechnology
BIT,blackrock-multi-sector-income-trust-of-beneficial-interest,BlackRock Multi-Sector Income Trust of Beneficial Interest
BITA,bitauto-limited-american-depositary-shares-(each-representing-one),Bitauto Limited American Depositary Shares (each representing one)
BIV,vanguard-intermediate-term-bond,Vanguard Intermediate-Term Bond
BJ,bj's-wholesale-club,BJ's Wholesale Club
BJK,vaneck-vectors-gaming,VanEck Vectors Gaming
BJRI,bj's-restaurants,BJ's Restaurants
BK,bank-of-new-york-mellon-(the),Bank of New York Mellon (The)
BKC,rex-bkcm,REX BKCM
BKCC,blackrock-capital-investment,BlackRock Capital Investment
BKD,brookdale-senior-living,Brookdale Senior Living
BKE,buckle-(the),Buckle (The)
BKEP,blueknight-energy-partners-l-l-c-,Blueknight Energy Partners L.L.C.
BKF,ishares-msci-bric-index-fund,iShares MSCI BRIC Index Fund
BKH,black-hills,Black Hills
BKI,black-knight,Black Knight
BKJ,bancorp-of-new-jersey,Bancorp of New Jersey
BKK,blackrock-municipal-2020-term-trust,Blackrock Municipal 2020 Term Trust
BKLN,invesco-senior-loan,Invesco Senior Loan
BKN,blackrock-investment-quality-municipal-trust-(the),BlackRock Investment Quality Municipal Trust (The)
BKNG,booking,Booking
BKS,barnes-noble,Barnes & Noble
BKSC,bank-of-south-carolina,Bank of South Carolina
BKT,blackrock-income-trust-(the),BlackRock Income Trust (The)
BKTI,bk,BK
BKU,bankunited,BankUnited
BKYI,bio-key-international,BIO-key International
BL,blackline,BlackLine
BLBD,blue-bird,Blue Bird
BLCM,bellicum-pharmaceuticals,Bellicum Pharmaceuticals
BLD,topbuild,TopBuild
BLDP,ballard-power-systems,Ballard Power Systems
BLDR,builders-firstsource,Builders FirstSource
BLE,blackrock-municipal-income-trust-ii,BlackRock Municipal Income Trust II
BLFS,biolife-solutions,BioLife Solutions
BLIN,bridgeline-digital,Bridgeline Digital
BLK,blackrock,BlackRock
BLKB,blackbaud,Blackbaud
BLL,ball,Ball
BLMN,bloomin'-brands,Bloomin' Brands
BLMT,bsb-bancorp,BSB Bancorp
BLNK,blink-charging-co-,Blink Charging Co.
BLPH,bellerophon-therapeutics,Bellerophon Therapeutics
BLRX,biolinerx,BioLineRx
BLUE,bluebird-bio,bluebird bio
BLV,vanguard-long-term-bond,Vanguard Long-Term Bond
BLW,blackrock-limited-duration-income-trust,Blackrock Limited Duration Income Trust
BLX,banco-latinoamericano-de-comercio-exterior-s-a-,Banco Latinoamericano de Comercio Exterior S.A.
BMA,banco-macro-s-a-(representing-ten-b),Banco Macro S.A. (representing Ten B)
BMCH,bmc-stock,BMC Stock
BME,blackrock-health-sciences-trust,Blackrock Health Sciences Trust
BMI,badger-meter,Badger Meter
BMO,bank-of-montreal,Bank Of Montreal
BMRA,biomerica,Biomerica
BMRC,bank-of-marin-bancorp,Bank of Marin Bancorp
BMRN,biomarin-pharmaceutical,BioMarin Pharmaceutical
BMS,bemis-company,Bemis Company
BMTC,bryn-mawr-bank,Bryn Mawr Bank
BMY,bristol-myers-squibb-company,Bristol-Myers Squibb Company
BNCL,beneficial-bancorp,Beneficial Bancorp
BND,vanguard-total-bond-market-etf,Vanguard Total Bond Market ETF
BNED,barnes-noble-education,Barnes & Noble Education
BNFT,benefitfocus,Benefitfocus
BNGO,bionano-genomics,Bionano Genomics
BNO,united-states-brent-oil-fund-etv,United States Brent Oil Fund ETV
BNS,bank-nova-scotia-halifax-pfd-3,Bank Nova Scotia Halifax Pfd 3
BNSO,bonso-electronics-international,Bonso Electronics International
BNTC,benitec-biopharma-limited,Benitec Biopharma Limited
BNY,blackrock-new-york-municipal-income-trust,BlackRock New York Municipal Income Trust
BOCH,bank-of-commerce-(ca),Bank of Commerce (CA)
BOE,blackrock-enhanced-global-dividend-trust-of-beneficial-interest,Blackrock Enhanced Global Dividend Trust of Beneficial Interest
BOH,bank-of-hawaii,Bank of Hawaii
BOIL,proshares-ultra-bloomberg-natural-gas,ProShares Ultra Bloomberg Natural Gas
BOKF,bok-financial,BOK Financial
BOLD,audentes-therapeutics,Audentes Therapeutics
BOM,db-base-metals-double-short-exchange-traded-notes-due-june-1-2038,DB Base Metals Double Short Exchange Traded Notes due June 1 2038
BOMN,boston-omaha,Boston Omaha
BOND,pimco-active-bond-exchange-traded-fund-exchange-traded-fund,PIMCO Active Bond Exchange-Traded Fund Exchange-Traded Fund
BOOM,dmc-global,DMC Global
BOOT,boot-barn,Boot Barn
BORN,china-new-borun-american-depositary-shares,China New Borun American Depositary Shares
BOS,db-base-metals-short-exchange-traded-notes-due-june-1-2038,DB Base Metals Short Exchange Traded Notes due June 1 2038
BOSC,b-o-s-better-online-solutions,B.O.S. Better Online Solutions
BOTJ,bank-of-the-james-financial,Bank of the James Financial
BOX,box,Box
BOXL,boxlight,Boxlight
BP,bp-p-l-c-,BP p.l.c.
BPFH,boston-private-financial,Boston Private Financial
BPI,bridgepoint-education,Bridgepoint Education
BPL,buckeye-partners,Buckeye Partners
BPMC,blueprint-medicines,Blueprint Medicines
BPMP,bp-midstream-partners-representing-limited-partner-interests,BP Midstream Partners representing Limited Partner Interests
BPMX,biopharmx-corporation-common,BioPharmX Corporation. Common
BPOP,popular,Popular
BPR,brookfield-property-reit,Brookfield Property REIT
BPRN,the-bank-of-princeton,The Bank of Princeton
BPT,bp-prudhoe-bay-royalty-trust,BP Prudhoe Bay Royalty Trust
BPTH,bio-path,Bio-Path
BPY,brookfield-property-partners,Brookfield Property Partners
BQH,blackrock-new-york-municipal-bond-trust-of-beneficial-interest,Blackrock New York Municipal Bond Trust of Beneficial Interest
BR,broadridge-financial-solutions-inc-common-stock,Broadridge Financial Solutions Inc.Common Stock
BRAC,black-ridge-acquisition,Black Ridge Acquisition
BRC,brady,Brady
BREW,craft-brew-alliance,Craft Brew Alliance
BRF,vaneck-vectors-brazil-small-cap,VanEck Vectors Brazil Small-Cap
BRFS,brf-s-a-,BRF S.A.
BRG,bluerock-residential-growth-reit,Bluerock Residential Growth REIT
BRID,bridgford-foods,Bridgford Foods
BRK.A,berkshire-hathaway,Berkshire Hathaway
BRK.B,berkshire-hathaway,Berkshire Hathaway
BRKL,brookline-bancorp,Brookline Bancorp
BRKR,bruker,Bruker
BRKS,brooks-automation,Brooks Automation
BRN,barnwell-industries,Barnwell Industries
BRO,brown-brown,Brown & Brown
BRPA,big-rock-partners-acquisition,Big Rock Partners Acquisition
BRQS,borqs,Borqs
BRS,bristow,Bristow
BRSS,global-brass-and-copper,Global Brass and Copper
BRT,brt-apartments-(md),BRT Apartments (MD)
BRX,brixmor-property,Brixmor Property
BRY,berry-petroleum,Berry Petroleum
BSAC,banco-santander-chile-ads,Banco Santander Chile ADS
BSBR,banco-santander-brasil-sa-american-depositary-shares-each-representing-one-unit,Banco Santander Brasil SA American Depositary Shares each representing one unit
BSCJ,invesco-bulletshares-2019-corporate-bond,Invesco BulletShares 2019 Corporate Bond
BSCK,invesco-bulletshares-2020-corporate-bond,Invesco BulletShares 2020 Corporate Bond
BSD,blackrock-strategic-municipal-trust-(the),BlackRock Strategic Municipal Trust (The)
BSE,blackrock-new-york-municipal-income-quality-trust-of-beneficial-interest,Blackrock New York Municipal Income Quality Trust of Beneficial Interest
BSET,bassett-furniture-industries-incorporated,Bassett Furniture Industries Incorporated
BSGM,biosig,BioSig
BSIG,brightsphere-investment-plc,BrightSphere Investment plc
BSL,blackstone-gso-senior-floating-rate-term-fund-of-beneficial-interest,Blackstone GSO Senior Floating Rate Term Fund of Beneficial Interest
BSM,black-stone-minerals-representing-limited-partner-interests,Black Stone Minerals representing limited partner interests
BSMX,banco-santander-mexico-s-a-institucion-de-banca-multiple-grupo-financiero-santander-mexico,Banco Santander Mexico S.A. Institucion de Banca Multiple Grupo Financiero Santander Mexico
BSQR,bsquare,BSQUARE
BSRR,sierra-bancorp,Sierra Bancorp
BST,blackrock-science-and-technology-trust-of-beneficial-interest,BlackRock Science and Technology Trust of Beneficial Interest
BSTC,biospecifics,BioSpecifics
BSTI,best-american-depositary-shares-each-representing-one,BEST American Depositary Shares each representing one
BSV,vanguard-short-term-bond,Vanguard Short-Term Bond
BSVN,bank7,Bank7
BSX,boston-scientific,Boston Scientific
BT,bt-plc-american-depositary-shares,BT plc American Depositary Shares
BTA,blackrock-long-term-municipal-advantage-trust-of-beneficial-interest,BlackRock Long-Term Municipal Advantage Trust of Beneficial Interest
BTAI,bioxcel-therapeutics,BioXcel Therapeutics
BTAL,agfiq-u-s-market-neutral-anti-beta-fund,AGFiQ U.S. Market Neutral Anti-Beta Fund
BTE,baytex-energy,Baytex Energy
BTG,b2gold-(canada),B2Gold (Canada)
BTI,british-american-tobacco-industries-p-l-c-,British American Tobacco Industries p.l.c.
BTN,ballantyne-strong,Ballantyne Strong
BTO,john-hancock-financial-opportunities-fund,John Hancock Financial Opportunities Fund
BTT,blackrock-municipal-2030-target-term-trust,BlackRock Municipal 2030 Target Term Trust
BTU,peabody-energy,Peabody Energy
BTX,biotime,BioTime
BTZ,blackrock-credit-allocation-income-trust,BlackRock Credit Allocation Income Trust
BUD,anheuser-busch-inbev-sa-sponsored-(belgium),Anheuser-Busch Inbev SA Sponsored (Belgium)
BUI,blackrock-utility-infrastructure-power-opportunities-trust,BlackRock Utility Infrastructure & Power Opportunities Trust
BURG,chanticleer,Chanticleer
BURL,burlington-stores,Burlington Stores
BUSE,first-busey,First Busey
BV,brightview,BrightView
BVN,buenaventura-mining-company,Buenaventura Mining Company
BVSN,broadvision,BroadVision
BVXV,biondvax-pharmaceuticals,BiondVax Pharmaceuticals
BW,babcock-wilcox-enterprises,Babcock & Wilcox Enterprises
BWA,borgwarner,BorgWarner
BWB,bridgewater-bancshares,Bridgewater Bancshares
BWEN,broadwind-energy,Broadwind Energy
BWFG,bankwell-financial,Bankwell Financial
BWG,brandywineglobal-global-income-opportunities-fund,BrandywineGLOBAL Global Income Opportunities Fund
BWL.A,bowl-america,Bowl America
BWMC,boxwood-merger,Boxwood Merger
BWX,spdr-bloomberg-barclays-intl-treasury-bd,SPDR Bloomberg Barclays Intl Treasury Bd
BWXT,bwx,BWX
BWZ,spdr-bloomberg-barclays-short-term-international-treasury-bond,SPDR Bloomberg Barclays Short Term International Treasury Bond
BX,the-blackstone-representing-limited-partnership-interests,The Blackstone Representing Limited Partnership Interests
BXC,bluelinx,Bluelinx
BXE,bellatrix-exploration-(canada),Bellatrix Exploration (Canada)
BXG,bluegreen-vacations,Bluegreen Vacations
BXMT,blackstone-mortgage-trust,Blackstone Mortgage Trust
BXMX,nuveen-s-p-500-buy-write-income-fund-of-beneficial-interest,Nuveen S&P 500 Buy-Write Income Fund of Beneficial Interest
BXP,boston-properties,Boston Properties
BXS,bancorpsouth-bank,BancorpSouth Bank
BY,byline-bancorp,Byline Bancorp
BYD,boyd-gaming,Boyd Gaming
BYFC,broadway-financial,Broadway Financial
BYM,blackrock-municipal-income-quality-trust-of-beneficial-interest,Blackrock Municipal Income Quality Trust of Beneficial Interest
BYSI,beyondspring,BeyondSpring
BZF,wisdomtree-brazilian-real-strategy-fund,WisdomTree Brazilian Real Strategy Fund
BZH,beazer-homes-usa,Beazer Homes USA
BZM,blackrock-maryland-municipal-bond-trust-of-beneficial-interest,BlackRock Maryland Municipal Bond Trust of beneficial interest
BZQ,proshares-ultrashort-msci-brazil-capped,ProShares UltraShort MSCI Brazil Capped
BZUN,baozun,Baozun
C,citigroup,Citigroup
CAAP,corporacion-america-airports-sa,Corporacion America Airports SA
CAAS,china-automotive-systems,China Automotive Systems
CABO,cable-one,Cable One
CAC,camden-national,Camden National
CACC,credit-acceptance,Credit Acceptance
CACI,caci-international,CACI International
CADC,china-advanced-construction-materials,China Advanced Construction Materials
CADE,cadence-bancorporation,Cadence Bancorporation
CAE,cae,CAE
CAF,morgan-stanley-china-share-fund,Morgan Stanley China Share Fund
CAG,conagra-brands,ConAgra Brands
CAH,cardinal-health,Cardinal Health
CAI,cai-international,CAI International
CAJ,canon-american-depositary-shares,Canon American Depositary Shares
CAKE,the-cheesecake-factory-incorporated,The Cheesecake Factory Incorporated
CAL,caleres,Caleres
CALA,calithera-biosciences,Calithera Biosciences
CALM,cal-maine-foods,Cal-Maine Foods
CALX,calix,Calix
CAMP,calamp,CalAmp
CAMT,camtek,Camtek
CANE,teucrium-sugar-fund-etv,Teucrium Sugar Fund ETV
CANF,can-fite-biopharma-sponsored-(israel),Can-Fite Biopharma Sponsored (Israel)
CANG,cango-american-depositary-shares-each-representing-two-(2),Cango American Depositary Shares each representing two (2)
CAPL,crossamerica-partners-representing-limited-partner-interests,CrossAmerica Partners representing limited partner interests
CAPR,capricor-therapeutics,Capricor Therapeutics
CAR,avis-budget,Avis Budget
CARA,cara-therapeutics,Cara Therapeutics
CARB,carbonite,Carbonite
CARG,cargurus,CarGurus
CARO,carolina-financial,Carolina Financial
